age,income,experience_years,education_years,hours_worked_per_week,satisfaction_score,department,city,performance_rating,projects_completed,training_hours,remote_work_ratio,tenure_years,overtime_hours,target_salary
41.0,53512.45,20.0,11.0,45.1,5.97,Engineering,Dhaka,3.0,7.0,15.8,0.524,20.0,13.6,61121.73
28.0,42206.42,10.0,15.0,31.6,6.87,Marketing,Sylhet,5.0,7.0,13.9,0.917,8.0,3.1,45569.52
28.0,37453.34,9.0,10.0,40.7,6.31,HR,Rajshahi,1.0,0.0,12.6,0.679,,5.6,27235.1
55.0,53308.28,34.0,17.0,37.7,7.17,Engineering,Dhaka,5.0,,,0.306,33.0,6.7,59663.13
26.0,31994.07,7.0,12.0,48.0,8.85,Marketing,Rajshahi,4.0,7.0,57.0,0.399,7.0,7.5,31794.44
27.0,31042.24,9.0,12.0,37.2,6.33,Marketing,Chittagong,3.0,8.0,4.5,0.416,9.0,5.5,31805.86
40.0,57309.64,21.0,18.0,45.5,6.85,Marketing,Sylhet,3.0,2.0,58.5,0.653,20.0,9.5,47984.44
43.0,52878.72,23.0,18.0,45.2,5.35,Sales,Khulna,4.0,2.0,5.5,0.194,,5.3,64447.12
59.0,71486.54,,16.0,44.0,8.68,Engineering,Dhaka,3.0,7.0,3.2,0.431,38.0,2.3,61949.27
19.0,23624.27,1.0,19.0,52.8,7.24,HR,Rajshahi,3.0,5.0,2.5,0.292,0.0,7.4,15079.72
66.0,73076.74,48.0,13.0,32.4,7.45,Marketing,Chittagong,3.0,5.0,19.2,0.454,,5.7,65701.82
54.0,59814.91,34.0,19.0,34.2,4.85,Finance,Chittagong,4.0,5.0,7.0,0.257,33.0,5.1,58980.85
34.0,66973.13,,14.0,46.1,8.34,Sales,Rajshahi,4.0,6.0,8.8,0.329,13.0,6.2,52743.86
38.0,45231.96,20.0,17.0,23.0,5.87,Sales,Sylhet,3.0,8.0,36.9,0.424,20.0,5.2,50136.05
37.0,46053.63,18.0,17.0,48.1,4.95,Sales,Khulna,4.0,3.0,15.5,0.063,18.0,3.3,43081.43
46.0,58510.13,25.0,8.0,34.8,8.68,HR,Rajshahi,5.0,5.0,13.5,0.414,24.0,4.0,58263.38
31.0,44368.23,12.0,17.0,42.6,6.64,Marketing,Khulna,4.0,4.0,0.5,0.264,12.0,4.1,34600.35
-22.0,48147.72,4.0,9.0,,6.68,Engineering,Rajshahi,4.0,5.0,7.3,0.896,2.0,0.1,38140.05
33.0,47849.54,11.0,8.0,54.5,5.9,Engineering,Chittagong,5.0,4.0,1.1,0.089,11.0,3.6,46422.94
43.0,49419.17,23.0,8.0,35.9,9.31,Engineering,Chittagong,5.0,7.0,6.7,0.204,21.0,4.1,58171.17
,23534.93,4.0,8.0,48.9,7.62,Sales,Khulna,4.0,10.0,15.7,0.634,4.0,10.7,32308.67
32.0,52469.62,10.0,19.0,28.7,5.48,Finance,khulna,3.0,,17.3,0.386,10.0,0.7,43917.59
36.0,52714.21,18.0,16.0,37.6,4.9,Marketing,Dhaka,5.0,9.0,31.1,0.906,18.0,4.4,52462.13
56.0,,36.0,14.0,51.2,,HR,Dhaka,3.0,5.0,3.6,0.033,36.0,0.4,72669.18
54.0,58845.02,34.0,11.0,43.9,6.43,Sales,Khulna,3.0,5.0,76.8,0.608,33.0,,61282.65
22.0,42760.46,2.0,8.0,31.6,5.12,Sales,Dhaka,3.0,2.0,32.7,0.343,2.0,8.4,35718.57
48.0,81963.02,30.0,19.0,33.5,,Finance,Dhaka,4.0,2.0,1.8,0.672,,3.3,73591.92
52.0,62899.87,32.0,12.0,29.5,7.61,Engineering,Chittagong,4.0,5.0,6.7,0.381,32.0,7.6,70442.67
69.0,,49.0,12.0,43.8,,Engineering,Khulna,4.0,4.0,25.9,0.177,47.0,7.4,68508.54
41.0,70026.98,21.0,19.0,48.2,6.4,Sales,Chittagong,4.0,1.0,12.2,0.791,20.0,5.6,64108.74
53.0,60635.67,32.0,8.0,34.3,6.8,Sales,Khulna,5.0,8.0,13.2,0.179,32.0,0.9,64609.07
50.0,66568.79,30.0,16.0,33.6,6.29,Sales,Chittagong,4.0,3.0,14.5,0.571,28.0,1.5,58883.26
56.0,56634.97,36.0,14.0,34.3,5.21,Finance,Rajshahi,4.0,8.0,12.1,0.807,35.0,8.2,
54.0,66263.61,36.0,15.0,28.7,9.93,Marketing,Chittagong,1.0,6.0,9.3,0.32,35.0,4.3,68121.6
44.0,49855.65,23.0,10.0,39.2,7.98,Engineering,Chittagong,3.0,5.0,17.6,0.376,23.0,0.0,49073.34
37.0,61523.64,18.0,19.0,32.3,8.1,Marketing,Dhaka,3.0,7.0,2.3,0.767,17.0,0.3,60369.8
38.0,50098.92,,13.0,38.1,7.88,HR,Khulna,3.0,6.0,24.3,0.324,17.0,6.4,57122.29
22.0,58908.84,1.0,13.0,36.8,5.58,Finance,Dhaka,4.0,,4.8,0.817,0.0,9.3,55051.68
58.0,57145.99,36.0,16.0,28.0,8.88,HR,Dhaka,5.0,2.0,1.2,0.151,35.0,10.4,68670.43
23.0,43314.81,4.0,17.0,46.8,5.59,Finance,Dhaka,2.0,9.0,34.7,0.897,4.0,,34062.17
30.0,44498.27,9.0,18.0,33.0,7.2,Engineering,Chittagong,5.0,4.0,0.4,,7.0,11.2,45013.74
68.0,66394.86,47.0,12.0,37.8,9.04,Engineering,Chittagong,4.0,8.0,21.7,0.276,46.0,0.7,75219.06
29.0,37087.57,9.0,10.0,41.1,8.15,Engineering,Dhaka,4.0,5.0,,0.251,8.0,2.5,
25.0,40830.76,6.0,14.0,49.7,5.89,Sales,Khulna,4.0,6.0,17.0,0.393,5.0,4.1,42621.61
40.0,56664.73,,10.0,31.0,7.89,Sales,Rajshahi,3.0,4.0,31.8,0.185,18.0,9.5,43754.97
23.0,35251.96,4.0,15.0,30.8,5.59,finance,Chittagong,4.0,4.0,,0.113,4.0,8.3,29692.67
18.0,31957.75,0.0,12.0,46.5,7.28,Marketing,Chittagong,4.0,5.0,3.0,0.496,0.0,0.8,29373.1
46.0,55239.88,28.0,14.0,46.6,7.74,Engineering,Sylhet,2.0,5.0,28.6,0.334,26.0,9.2,64927.36
,,8.0,10.0,42.3,8.75,HR,Chittagong,4.0,5.0,14.3,0.556,8.0,4.5,39213.85
32.0,47623.79,11.0,13.0,52.2,4.35,HR,Khulna,3.0,4.0,13.8,0.527,11.0,0.0,46073.77
23.0,23962.99,1.0,11.0,44.7,5.33,Sales,Rajshahi,3.0,2.0,1.3,0.866,0.0,8.3,21907.82
60.0,68266.56,39.0,11.0,50.6,5.53,Sales,Dhaka,3.0,4.0,40.7,0.319,37.0,11.5,65029.43
53.0,71669.15,35.0,18.0,52.5,9.1,Engineering,Rajshahi,4.0,6.0,17.5,0.433,33.0,11.3,72131.0
64.0,64279.26,42.0,11.0,41.9,6.56,HR,Khulna,4.0,9.0,5.3,0.615,40.0,9.0,70713.39
43.0,51807.56,21.0,8.0,34.9,8.9,HR,Khulna,5.0,5.0,36.9,0.295,21.0,0.0,47560.67
27.0,47350.89,7.0,15.0,36.2,4.18,HR,Dhaka,4.0,5.0,32.6,0.799,6.0,11.2,50300.03
41.0,51038.97,19.0,14.0,36.6,8.07,Sales,Chittagong,3.0,6.0,1.7,0.724,18.0,6.1,52218.38
54.0,57789.91,33.0,18.0,33.5,6.58,Engineering,Sylhet,4.0,3.0,88.3,0.918,33.0,1.6,64024.14
40.0,52451.57,22.0,15.0,31.5,6.19,Sales,Khulna,5.0,6.0,52.8,0.662,22.0,0.0,53152.47
32.0,56223.5,10.0,16.0,28.9,5.59,Marketing,Khulna,4.0,3.0,17.4,0.624,9.0,0.0,57165.99
19.0,42881.9,0.0,14.0,35.0,6.62,Engineering,Dhaka,3.0,7.0,4.5,0.593,0.0,2.4,29659.03
30.0,44305.73,10.0,12.0,39.7,5.84,Sales,Chittagong,4.0,4.0,14.5,0.539,8.0,4.7,39508.32
63.0,68398.21,43.0,,49.3,9.05,Finance,Dhaka,3.0,7.0,20.3,0.832,42.0,7.1,71341.55
33.0,37933.56,11.0,19.0,27.7,8.43,Finance,Khulna,5.0,4.0,25.1,0.509,10.0,2.7,34362.11
34.0,55032.43,14.0,15.0,44.0,6.32,Sales,Rajshahi,4.0,7.0,,0.541,14.0,,50868.22
59.0,58960.65,39.0,10.0,34.8,7.31,Engineering,Sylhet,5.0,0.0,4.7,0.269,38.0,0.0,60603.71
,79021.16,31.0,,40.0,5.93,Sales,Chittagong,1.0,9.0,14.9,0.607,31.0,4.2,63062.33
59.0,68703.79,41.0,8.0,,8.54,HR,Sylhet,1.0,7.0,20.9,0.486,40.0,1.1,69817.95
35.0,45845.32,13.0,17.0,32.0,8.38,Engineering,Chittagong,4.0,8.0,11.6,0.76,13.0,4.4,48137.18
22.0,34093.56,3.0,18.0,42.9,6.95,Marketing,Khulna,,,3.5,0.481,2.0,7.7,35149.27
,37477.95,30.0,18.0,35.3,5.16,Engineering,Rajshahi,3.0,6.0,50.9,0.318,29.0,7.6,44866.37
42.0,51491.17,23.0,15.0,47.6,7.23,Finance,Khulna,3.0,1.0,0.8,0.597,23.0,0.6,42727.42
35.0,36460.29,15.0,19.0,36.4,5.91,HR,Khulna,4.0,3.0,6.3,0.576,13.0,1.7,41390.26
38.0,46162.78,20.0,10.0,56.9,5.79,Engineering,Dhaka,4.0,4.0,14.5,0.581,20.0,10.1,36149.15
34.0,41083.43,13.0,16.0,50.0,7.44,Engineering,Rajshahi,3.0,2.0,38.7,0.307,11.0,0.0,46434.59
42.0,51777.11,23.0,8.0,41.5,5.92,Finance,Rajshahi,4.0,5.0,15.0,,23.0,0.0,50262.53
29.0,34315.43,10.0,11.0,38.6,6.44,Finance,Chittagong,4.0,8.0,12.6,0.445,10.0,1.2,38169.45
21.0,27479.56,1.0,9.0,30.5,3.98,Sales,Rajshahi,3.0,3.0,33.0,0.607,0.0,3.4,23597.08
62.0,71535.53,41.0,18.0,41.5,4.57,Engineering,Sylhet,4.0,7.0,11.6,0.466,41.0,12.7,67865.25
52.0,60420.4,34.0,13.0,36.3,7.17,Sales,Sylhet,3.0,9.0,26.3,0.332,32.0,5.0,58639.99
29.0,46695.28,8.0,14.0,26.2,7.25,Sales,Chittagong,4.0,4.0,8.0,0.66,6.0,8.1,25254.09
57.0,47049.97,35.0,8.0,47.4,,HR,Chittagong,4.0,,8.9,0.782,34.0,6.1,48916.14
65.0,69486.69,43.0,19.0,33.7,,Engineering,Khulna,4.0,6.0,21.3,0.285,41.0,2.8,69302.8
26.0,51413.22,,11.0,31.7,6.35,Sales,Dhaka,3.0,,8.4,0.655,6.0,5.6,31821.48
52.0,63574.55,32.0,15.0,47.7,7.21,HR,dhaka,1.0,6.0,0.6,0.539,31.0,6.0,57064.61
35.0,55625.55,13.0,13.0,36.0,6.5,Engineering,Khulna,3.0,4.0,53.2,0.062,12.0,13.3,46662.65
51.0,56768.5,29.0,18.0,31.5,5.21,Marketing,Dhaka,3.0,8.0,56.7,0.705,29.0,8.0,58768.38
57.0,68570.02,36.0,17.0,31.9,7.44,Engineering,Sylhet,3.0,7.0,11.6,0.738,35.0,8.8,67275.05
32.0,60921.68,10.0,16.0,42.2,5.21,Engineering,Dhaka,4.0,4.0,17.8,0.295,9.0,0.6,55185.02
51.0,66072.41,32.0,16.0,33.8,7.97,HR,Dhaka,4.0,1.0,1.6,0.82,32.0,2.1,61188.72
21.0,41679.27,3.0,15.0,35.8,4.99,Marketing,Rajshahi,3.0,3.0,15.2,0.574,2.0,6.7,30081.96
65.0,76070.95,46.0,14.0,46.2,8.61,Marketing,Dhaka,3.0,5.0,8.2,0.619,44.0,3.9,81396.44
,54700.73,3.0,16.0,48.4,8.66,Marketing,Rajshahi,5.0,5.0,7.9,0.773,3.0,5.1,47110.38
24.0,47216.42,6.0,16.0,28.9,7.89,Sales,Khulna,4.0,3.0,45.9,0.636,4.0,3.6,46892.67
32.0,44868.85,12.0,17.0,46.1,6.89,Marketing,Rajshahi,2.0,1.0,62.0,0.884,11.0,7.8,28631.82
46.0,49608.42,26.0,15.0,48.0,7.59,Finance,Rajshahi,2.0,2.0,4.4,0.358,26.0,9.3,52414.75
34.0,63573.44,15.0,14.0,41.3,8.65,HR,Khulna,3.0,4.0,9.3,0.654,14.0,4.5,58374.0
34.0,,13.0,14.0,37.6,4.58,Engineering,Dhaka,3.0,4.0,2.3,0.462,12.0,6.5,45084.11
53.0,55656.4,34.0,12.0,31.4,7.82,Marketing,Dhaka,3.0,5.0,9.0,0.321,32.0,6.2,
55.0,59818.58,35.0,15.0,39.0,8.66,HR,Dhaka,4.0,5.0,12.0,0.613,33.0,6.5,61073.63
33.0,50269.06,14.0,12.0,31.5,6.48,Engineering,Chittagong,5.0,2.0,0.4,0.359,12.0,5.2,46474.06
34.0,38823.65,12.0,9.0,42.3,5.77,HR,Khulna,3.0,5.0,13.4,0.497,11.0,15.8,37900.88
49.0,,30.0,14.0,38.1,6.49,HR,Rajshahi,4.0,,22.4,,28.0,8.1,49356.77
53.0,48791.51,33.0,17.0,40.6,9.16,Engineering,Ctg,3.0,3.0,29.6,0.859,33.0,12.4,66287.14
69.0,84481.11,49.0,10.0,29.7,6.52,Engineering,Dhaka,1.0,1.0,13.7,,48.0,4.0,81728.36
59.0,61210.22,,18.0,48.4,7.25,Engineering,Rajshahi,4.0,,5.1,0.426,37.0,2.1,62950.61
62.0,82184.5,44.0,10.0,39.6,6.31,Sales,Chittagong,4.0,5.0,3.2,0.333,42.0,4.7,74665.83
50.0,70577.6,28.0,19.0,41.0,6.37,Finance,Dhaka,4.0,10.0,18.5,0.807,27.0,1.5,59505.69
50.0,59330.3,28.0,19.0,42.1,5.86,Marketing,Khulna,4.0,8.0,2.2,0.173,26.0,8.1,61574.83
57.0,61102.64,38.0,15.0,22.6,5.26,Sales,Chittagong,4.0,3.0,11.0,0.672,36.0,8.0,62427.96
40.0,59787.66,19.0,18.0,35.1,6.88,Sales,Dhaka,3.0,2.0,9.1,0.772,19.0,2.3,48225.97
26.0,39439.43,4.0,12.0,20.9,9.25,Finance,Dhaka,4.0,6.0,50.3,0.23,2.0,3.1,35668.09
,51225.63,33.0,17.0,25.0,5.66,Engineering,Khulna,3.0,2.0,1.2,0.391,32.0,11.0,45185.75
43.0,47888.78,23.0,9.0,47.9,8.27,Sales,Chittagong,5.0,3.0,99.4,0.857,23.0,2.2,48160.37
40.0,51857.09,18.0,8.0,26.8,10.0,Sales,Dhaka,3.0,4.0,49.7,0.782,16.0,7.8,48612.85
68.0,71561.68,50.0,9.0,52.5,5.07,Finance,Dhaka,3.0,9.0,0.7,0.085,49.0,4.5,82134.96
32.0,44422.57,13.0,11.0,47.2,7.19,Engineering,Rajshahi,4.0,2.0,4.5,0.732,11.0,8.4,39678.98
40.0,44629.68,22.0,12.0,30.8,5.75,Engineering,Rajshahi,3.0,1.0,17.9,0.334,22.0,10.1,45504.24
42.0,45993.8,,11.0,36.9,8.74,Finance,Rajshahi,5.0,1.0,63.0,0.606,20.0,0.0,43411.25
63.0,70700.89,45.0,14.0,30.5,5.19,Engineering,Khulna,2.0,6.0,60.0,0.681,45.0,,71044.51
23.0,33446.67,2.0,12.0,21.7,5.91,Sales,Khulna,5.0,5.0,18.4,,1.0,3.3,31083.68
55.0,64635.56,36.0,17.0,28.2,7.25,Engineering,Chittagong,4.0,7.0,15.5,0.135,36.0,4.7,67283.82
18.0,28938.0,0.0,14.0,0.0,6.46,Sales,Khulna,4.0,10.0,28.0,0.344,0.0,3.1,20388.45
59.0,50306.36,37.0,10.0,38.6,3.58,Finance,Chittagong,3.0,7.0,15.8,0.324,36.0,14.9,54885.54
23.0,44791.68,1.0,14.0,44.4,6.57,Marketing,rajshahi,4.0,5.0,5.6,0.06,0.0,6.9,44938.74
35.0,43539.93,16.0,13.0,,6.58,Marketing,Chittagong,5.0,5.0,20.6,0.409,15.0,7.3,44340.65
31.0,48994.02,9.0,10.0,45.2,6.23,Sales,Rajshahi,4.0,2.0,,0.692,7.0,6.0,42278.61
34.0,39575.68,15.0,14.0,26.2,,Engineering,khulna,4.0,3.0,1.5,0.735,14.0,,
53.0,57481.56,33.0,19.0,46.5,7.32,Sales,Khulna,2.0,,21.1,0.298,32.0,7.4,68268.68
24.0,29995.92,4.0,12.0,35.7,8.11,Sales,Sylhet,4.0,5.0,4.5,0.612,3.0,2.1,
50.0,52333.82,30.0,17.0,28.1,6.16,HR,Sylhet,4.0,4.0,5.8,0.574,30.0,3.6,57007.39
20.0,41446.49,0.0,9.0,30.8,6.15,Marketing,Khulna,3.0,,39.4,0.568,0.0,3.5,28906.62
25.0,35616.21,7.0,10.0,22.6,7.51,Engineering,Khulna,5.0,5.0,32.0,0.23,5.0,0.0,43509.15
68.0,97716.27,49.0,15.0,35.6,5.0,Engineering,Sylhet,3.0,6.0,6.7,0.848,49.0,3.3,87666.18
41.0,52126.78,19.0,18.0,37.7,9.05,HR,Rajshahi,4.0,6.0,1.7,0.757,17.0,8.0,54044.04
41.0,56862.92,,12.0,28.0,8.46,Engineering,Dhaka,3.0,4.0,3.3,0.544,19.0,2.9,52906.4
27.0,47975.44,6.0,19.0,47.9,7.49,ENGINEERING,Sylhet,,,35.1,0.851,6.0,6.3,53195.04
38.0,53323.02,19.0,19.0,40.2,7.96,Sales,Sylhet,2.0,9.0,0.9,0.251,18.0,10.3,53236.9
67.0,63909.0,46.0,,42.4,8.0,Sales,Dhaka,4.0,4.0,15.3,0.81,46.0,9.4,66278.69
57.0,55169.76,36.0,17.0,33.7,9.63,Engineering,Chittagong,3.0,3.0,7.8,0.757,35.0,7.8,57039.87
27.0,49677.48,8.0,15.0,46.7,9.28,Engineering,Sylhet,5.0,7.0,1.0,0.774,8.0,6.4,43989.56
35.0,41347.49,16.0,18.0,51.4,6.5,Finance,Chittagong,3.0,5.0,55.0,0.169,,2.6,37910.11
60.0,61306.62,38.0,15.0,46.8,6.3,Finance,Rajshahi,4.0,8.0,16.9,0.363,38.0,2.0,61073.25
37.0,47261.22,19.0,16.0,44.8,4.95,Sales,Rajshahi,4.0,7.0,4.9,0.09,18.0,7.3,51719.43
47.0,63508.16,26.0,17.0,24.4,8.36,Finance,Rajshahi,4.0,4.0,8.2,0.607,26.0,5.5,55363.02
61.0,59936.93,40.0,15.0,25.3,8.57,Engineering,Chittagong,4.0,5.0,14.1,0.277,39.0,0.0,70860.33
42.0,75392.04,20.0,18.0,46.4,8.36,Sales,Khulna,4.0,6.0,22.9,,18.0,3.3,65912.33
67.0,71071.83,46.0,14.0,37.6,8.57,Marketing,Dhaka,5.0,1.0,15.9,0.917,45.0,3.0,78977.55
21.0,33286.28,0.0,9.0,48.6,5.81,Marketing,Khulna,4.0,9.0,2.6,0.271,0.0,2.0,26930.73
19.0,32661.62,0.0,12.0,47.5,6.95,Engineering,Chittagong,5.0,4.0,15.5,0.316,0.0,0.0,35691.89
47.0,46641.72,25.0,16.0,46.7,8.36,Engineering,Khulna,4.0,2.0,6.7,0.489,25.0,1.8,52472.61
60.0,69262.91,40.0,19.0,36.2,8.19,HR,Chittagong,4.0,3.0,41.4,0.672,39.0,10.0,72338.97
37.0,53378.32,16.0,10.0,61.1,4.65,Sales,Chittagong,4.0,5.0,118.5,0.818,14.0,7.1,52653.12
60.0,54443.18,41.0,17.0,32.2,8.34,Engineering,Rajshahi,2.0,6.0,0.6,0.938,40.0,5.7,56153.47
65.0,77788.07,45.0,12.0,35.7,4.51,HR,Sylhet,,6.0,5.1,0.672,43.0,2.1,83264.82
69.0,76391.64,51.0,12.0,32.3,7.87,Finance,Khulna,5.0,7.0,29.3,0.456,51.0,3.0,73891.29
48.0,49796.94,29.0,19.0,44.8,6.86,Engineering,Khulna,5.0,6.0,45.9,0.562,27.0,8.9,52397.48
30.0,47156.44,9.0,9.0,55.1,5.94,HR,Dhaka,5.0,3.0,15.4,0.718,7.0,3.4,38670.56
48.0,51193.29,27.0,13.0,43.7,5.11,Sales,Chittagong,4.0,3.0,38.9,0.243,26.0,0.0,49043.05
21.0,45733.95,1.0,19.0,33.2,5.53,Finance,Sylhet,3.0,3.0,25.9,0.508,0.0,2.0,36845.64
65.0,88207.55,43.0,8.0,50.6,8.18,Engineering,Rajshahi,4.0,7.0,4.7,0.204,41.0,0.0,83409.68
45.0,50985.93,25.0,19.0,37.6,6.09,Sales ,Sylhet,,7.0,7.6,,23.0,2.6,51233.19
24.0,35618.02,4.0,11.0,37.3,3.93,Engineering,Dhaka,5.0,5.0,12.5,0.371,4.0,10.3,29935.57
67.0,77459.86,47.0,16.0,36.2,5.96,Sales,Dhaka,3.0,3.0,10.2,0.089,45.0,4.5,81109.83
43.0,40096.91,,16.0,48.9,4.72,Marketing,Rajshahi,3.0,2.0,7.3,0.125,23.0,11.7,42544.88
39.0,49128.72,20.0,15.0,52.0,8.54,Engineering,Rajshahi,4.0,8.0,35.2,0.293,20.0,5.3,49386.71
33.0,63456.89,15.0,13.0,45.4,5.81,Finance,Sylhet,5.0,9.0,17.8,0.897,13.0,7.1,62266.2
46.0,46857.76,24.0,17.0,31.8,9.18,HR,Ctg,3.0,7.0,2.3,0.029,23.0,6.9,51096.72
48.0,70199.29,29.0,16.0,42.7,6.24,Engineering,Chittagong,1.0,5.0,52.2,0.196,28.0,5.6,61720.14
69.0,80487.59,49.0,10.0,26.8,7.23,Engineering,Dhaka,3.0,5.0,34.9,0.429,49.0,0.0,73752.07
51.0,59008.22,29.0,16.0,48.9,8.59,HR,Rajshahi,4.0,9.0,5.3,0.522,27.0,1.6,58294.0
48.0,42163.12,27.0,13.0,35.7,4.15,HR,Khulna,4.0,3.0,40.3,0.579,26.0,1.0,40605.74
18.0,38152.49,0.0,13.0,40.7,6.45,Engineering,sylhet,3.0,3.0,17.8,0.654,0.0,0.8,19637.7
58.0,56225.45,38.0,14.0,53.9,9.04,Engineering,Rajshahi,2.0,7.0,9.1,0.343,38.0,1.0,60047.5
31.0,51775.13,13.0,16.0,52.8,9.14,Engineering,Rajshahi,4.0,6.0,,0.365,11.0,2.9,46386.07
43.0,61085.49,22.0,18.0,31.2,7.93,Sales,Rajshahi,4.0,1.0,46.2,0.75,21.0,9.3,63376.14
36.0,60495.98,17.0,18.0,35.5,8.57,Sales,Chittagong,5.0,7.0,9.7,0.47,17.0,0.1,62307.72
45.0,47848.29,25.0,11.0,38.0,8.25,Sales,Khulna,4.0,,27.3,0.397,24.0,0.0,48698.99
54.0,52462.2,32.0,13.0,49.8,6.57,Engineering,Sylhet,3.0,8.0,25.7,0.524,30.0,2.8,51052.5
36.0,41104.7,15.0,18.0,34.2,4.01,Engineering,Khulna,3.0,2.0,10.6,0.266,14.0,7.2,34887.93
59.0,73640.17,37.0,14.0,27.3,6.76,Engineering,Sylhet,3.0,5.0,65.0,0.31,36.0,2.9,65318.79
40.0,56311.59,20.0,17.0,43.2,6.67,Marketing,Sylhet,4.0,5.0,1.6,0.461,18.0,0.0,45304.39
30.0,47394.71,8.0,16.0,40.4,7.06,Engineering,Khulna,2.0,2.0,1.6,0.323,8.0,7.5,37991.02
33.0,44795.22,15.0,15.0,42.7,,Sales,Rajshahi,4.0,9.0,6.3,0.536,14.0,6.0,43507.39
47.0,49852.66,26.0,12.0,43.5,5.74,Marketing,Sylhet,3.0,7.0,9.6,0.42,24.0,9.3,50472.1
,40025.37,10.0,14.0,33.9,8.61,Engineering,Dhaka,4.0,5.0,37.7,0.94,8.0,1.9,37504.01
19.0,42124.24,0.0,14.0,49.2,6.4,Finance,Chittagong,3.0,2.0,13.1,0.497,0.0,5.7,39023.78
30.0,39815.08,,16.0,,6.57,Marketing,Chittagong,4.0,4.0,8.5,0.115,11.0,4.7,31988.81
44.0,67030.69,26.0,11.0,43.2,5.3,Sales,Khulna,4.0,9.0,11.4,0.25,26.0,7.7,58492.24
25.0,26231.2,5.0,15.0,49.6,5.71,HR,Rajshahi,4.0,7.0,8.0,0.846,4.0,9.2,19993.89
68.0,345132.54,49.0,8.0,30.1,5.63,engineering,Chittagong,2.0,8.0,6.2,0.631,49.0,7.1,209918.3
54.0,65159.36,34.0,8.0,48.3,6.76,Marketing,Chittagong,4.0,4.0,20.9,0.393,32.0,0.9,66733.46
37.0,59255.22,15.0,18.0,35.3,7.77,Finance,Dhaka,4.0,7.0,4.4,0.467,14.0,0.0,49033.32
30.0,52275.47,8.0,8.0,44.0,3.63,Marketing,Sylhet,3.0,5.0,2.7,0.566,8.0,0.0,44733.55
52.0,59658.43,33.0,11.0,36.7,4.99,Finance,sylhet,3.0,6.0,12.4,,33.0,10.7,65164.07
54.0,57984.95,36.0,15.0,55.4,7.68,Sales,Chittagong,3.0,2.0,5.8,0.448,35.0,5.5,65177.25
36.0,55474.68,14.0,13.0,36.6,9.16,Engineering,Rajshahi,4.0,4.0,50.5,0.42,13.0,7.5,51359.86
27.0,33900.47,8.0,16.0,34.9,8.24,Sales,Rajshahi,5.0,5.0,29.8,0.675,8.0,7.2,44714.17
45.0,61496.83,26.0,18.0,41.7,7.57,Marketing,Khulna,4.0,7.0,7.3,0.469,26.0,5.4,57634.89
37.0,43606.89,17.0,12.0,40.0,7.03,Engineering,Rajshahi,3.0,3.0,11.0,0.533,17.0,10.2,35380.21
38.0,50275.21,19.0,10.0,38.6,7.2,Engineering,Rajshahi,3.0,3.0,11.2,0.713,18.0,3.0,45636.18
30.0,58723.22,8.0,19.0,35.4,6.51,Finance,Khulna,3.0,4.0,46.4,0.817,7.0,5.2,
19.0,31340.49,0.0,12.0,,5.27,HR,Dhaka,4.0,5.0,27.2,0.892,0.0,3.9,39543.34
23.0,27659.73,1.0,19.0,39.6,6.51,Sales,Sylhet,3.0,7.0,24.8,0.631,0.0,1.9,31675.56
54.0,54571.72,32.0,14.0,63.5,7.43,Marketing,Sylhet,4.0,6.0,3.9,0.554,30.0,3.0,55491.69
48.0,55215.95,29.0,,26.0,8.64,Sales,Rajshahi,3.0,3.0,5.0,0.198,28.0,7.1,54151.34
60.0,88827.73,41.0,9.0,35.9,7.55,HR,dhaka,2.0,8.0,33.9,0.379,41.0,7.1,77562.89
48.0,62698.24,28.0,13.0,42.3,7.02,Finance,Chittagong,4.0,7.0,0.7,0.369,26.0,9.7,62122.12
64.0,80321.97,42.0,17.0,39.9,7.94,Finance,Chittagong,4.0,4.0,14.6,0.63,41.0,11.8,82452.92
69.0,81900.67,48.0,13.0,41.9,7.42,Sales,Dhaka,4.0,6.0,11.5,0.421,46.0,8.1,76597.06
55.0,84903.94,37.0,12.0,39.8,4.84,Marketing,Rajshahi,3.0,5.0,53.1,0.647,35.0,0.0,71260.51
63.0,80406.87,41.0,15.0,48.8,9.08,Sales,Sylhet,4.0,3.0,9.4,0.431,40.0,0.0,
42.0,56720.73,20.0,15.0,50.4,6.94,Sales,Khulna,3.0,6.0,1.4,0.387,18.0,0.0,43500.55
34.0,36820.76,16.0,13.0,49.4,7.09,HR,Sylhet,3.0,,2.7,0.845,16.0,9.5,46700.67
26.0,41043.86,7.0,9.0,35.1,5.65,Engineering,Chittagong,5.0,10.0,25.9,0.722,6.0,2.4,39238.74
53.0,51141.02,,19.0,31.8,5.5,Finance,Sylhet,4.0,5.0,4.1,0.762,30.0,8.5,58251.83
57.0,65253.94,37.0,10.0,33.7,5.89,Engineering,Dhaka,3.0,6.0,6.9,0.611,36.0,0.0,64975.51
47.0,66547.37,25.0,11.0,46.0,,HR,Chittagong,2.0,6.0,21.2,0.833,25.0,6.5,51688.94
52.0,53929.44,32.0,19.0,,6.56,Sales,Sylhet,4.0,2.0,43.4,0.647,31.0,12.3,64332.51
31.0,52064.09,13.0,11.0,47.9,4.56,Marketing,Sylhet,5.0,9.0,26.7,0.284,11.0,7.3,51731.87
